,0
3283,GZMK
3284,APBB3
3285,TMCO6
3286,SPARC
3287,IK
3288,HMGCR
3289,COL4A3BP
3290,PCDHB3
3291,PCDHB5
3292,PCDHB6
3293,PCDHB7
3294,PDE8B
3295,CLK4
3296,PCDHB15
3297,HAVCR1
3298,GRM6
3299,ITK
3300,RNF130
3301,THG1L
3302,ARSB
3303,CLINT1
3304,THBS4
3305,CNOT6
3306,IL12B
3307,BTNL8
3308,TTC1
3309,MSH3
3310,RASGRF2
3311,CCNG1
3312,POLR3G
3313,CDH6
3314,LMNB1
3315,ARRDC3
3316,GOLPH3
3317,SUB1
3318,NPR3
3319,SLC27A6
3320,TARS
3321,LNPEP
3322,PDE4D
3323,RAD1
3324,PRLR
3325,SLC12A7
3326,RAD50
3327,ST8SIA4
3328,GNPDA1
3329,PCDH12
3330,NUP155
3331,PPP2CA
3332,FGF1
3333,NR3C1
3334,C5orf15
3335,PPWD1
3336,LIFR
3337,TRIM23
3338,SEC24A
3339,TXNDC15
3340,TTC33
3341,RARS
3342,WWC1
3343,H2AFY
3344,TCERG1
3345,DPYSL3
3346,SMAD5
3347,CSNK1A1
3348,ERGIC1
3349,PDGFRB
3350,ATP6V0E1
3351,BNIP1
3352,STC2
3353,CPEB4
3354,HRH2
3355,DBN1
3356,ZNF346
3357,UNC5A
3358,EHHADH
3359,CNTN3
3360,SMC4
3361,ACTR8
3362,TBCCD1
3363,CRBN
3364,BCL6
3365,HGD
3366,CLDN16
3367,ARL6
3368,NPHP3
3369,CD86
3370,AMOTL2
3371,NIT2
3372,OGG1
3373,KPNA1
3374,PCCB
3375,UBE3A
3376,ARMC8
3377,CEP70
3378,RBP2
3379,RBP1
3380,SLC25A36
3381,GRK7
3382,RNF7
3383,TFDP2
3384,XRN1
3385,BCHE
3386,PDCD10
3387,LRRC31
3388,WNT5A
3389,COL7A1
3390,FGF12
3391,PRKAR2A
3392,HES1
3393,USP4
3394,ECT2
3395,GNAI2
3396,HYAL1
3397,TUSC2
3398,RPL24
3399,CYB561D2
3400,C3orf14
3401,FXR1
3402,CBLB
3403,BBX
3404,IFT57
3405,GNB4
3406,HHLA2
3407,IQCG
3408,GBE1
3409,UMPS
3410,NCBP2
3411,SNX4
3412,C3orf52
3413,FRMD4B
3414,SLC41A3
3415,ROPN1B
3416,PLXNA1
3417,ATP6V1A
3418,ABTB1
3419,PODXL2
3420,UPK1B
3421,CSPG5
3422,KLHL18
3423,SCAP
3424,KIAA1257
3425,NEK11
3426,MRPL3
3427,PLSCR4
3428,HEMK1
3429,CISH
3430,MAPKAPK3
3431,WDR48
3432,COMMD2
3433,GORASP1
3434,RRP9
3435,ABCC5
3436,AADAC
3437,ABHD14B
3438,EIF1B
3439,KLHL24
3440,PLCH1
3441,VIPR1
3442,DNAH1
3443,SSR3
3444,ZBTB47
3445,NKTR
3446,CLCN2
3447,FOXP1
3448,EIF4G1
3449,SPCS1
3450,NEK4
3451,SLC4A3
3452,EEF1B2
3453,ADAM23
3454,DGUOK
3455,LMAN2L
3456,RTKN
3457,TTL
3458,IL1A
3459,CCL20
3460,KCNIP3
3461,FAHD2A
3462,NCL
3463,ACTR1B
3464,SLC35F5
3465,ZAP70
3466,ACTR3
3467,STEAP3
3468,EPB41L5
3469,TFCP2L1
3470,TP53I3
3471,POMC
3472,STAM2
3473,OTOF
3474,GPD2
3475,CENPA
3476,ACVR1
3477,TANC1
3478,SLC30A3
3479,MPV17
3480,GTF3C2
3481,EIF2B4
3482,NRBP1
3483,ITGB6
3484,FNDC4
3485,ITGA4
3486,SNX17
3487,ASB3
3488,PPM1G
3489,PDE1A
3490,REEP6
3491,PCSK4
3492,APC2
3493,IFIH1
3494,RPS15
3495,GCA
3496,TTC31
3497,NDUFS7
3498,PCGF1
3499,GRB14
3500,CLIP4
3501,TLX2
3502,SPTBN1
3503,AUP1
3504,RTN4
3505,HTRA2
3506,LOXL3
3507,DOK1
3508,GALNT3
3509,POLE4
3510,TACR1
3511,CCDC88A
3512,MRPL19
3513,LANCL1
3514,WDR75
3515,EFEMP1
3516,REG1A
3517,FANCL
3518,FN1
3519,STAT1
3520,GLS
3521,PAPOLG
3522,PECR
3523,UNC50
3524,IGFBP2
3525,IGFBP5
3526,USP34
3527,EFHD1
3528,KCNJ13
3529,CCT4
3530,GGCX
3531,EHBP1
3532,OTX1
3533,TXNDC9
3534,COQ10B
3535,GNLY
3536,SF3B1
3537,ST3GAL5
3538,CHST10
3539,PDCL3
3540,HSPE1
3541,PLCD4
3542,ZNF142
3543,IL1R2
3544,IL1R1
3545,WNT6
3546,IL1RL2
3547,IL1RL1
3548,IL18R1
3549,IL18RAP
3550,SLC9A2
3551,FHL2
3552,MLPH
3553,UXS1
3554,ABCB6
3555,STK16
3556,HDLBP
3557,PPP1R7
3558,PASK
3559,STK25
3560,TPO
3561,PROC
3562,ID2
3563,TAF1B
3564,HPCAL1
3565,ODC1
3566,BIRC6
3567,NOL10
3568,PLEKHB2
3569,GORASP2
3570,STRN
3571,CEBPZ
3572,PRKD3
3573,QPCT
3574,RAB3GAP1
3575,SLC25A12
3576,DLX2
3577,LCT
3578,DARS
3579,SDC1
3580,PLCL1
3581,SLC1A4
3582,SOS1
3583,KYNU
3584,WIPF1
3585,COX7A2L
3586,PNO1
3587,PLEK
3588,RND3
3589,ATF2
3590,THADA
3591,AAK1
3592,TRAK2
3593,C2orf42
3594,TIA1
3595,PCYOX1
3596,KISS1R
3597,EPAS1
3598,ARID3A
3599,SUMO1
3600,CD207
3601,GRIN3B
3602,VAX2
3603,ATP6V1B1
3604,NFE2L2
3605,MSH6
3606,PLEKHA3
3607,SPR
3608,EPHA4
3609,PARD3B
3610,FARSB
3611,ALMS1
3612,BCL9
3613,PRRX1
3614,DHCR24
3615,DNAJC16
3616,MARK1
3617,MORN1
3618,GPX7
3619,CACYBP
3620,SCP2
3621,PAPPA2
3622,RALGPS2
3623,ANGPTL1
3624,FAM20B
3625,TMEM59
3626,LRRC42
3627,MRPL37
3628,ICMT
3629,RPL22
3630,CHD5
3631,QSOX1
3632,STXBP3
3633,PHF13
3634,ERRFI1
3635,PARK7
3636,KIAA1324
3637,AMPD2
3638,MECR
3639,KCNC4
3640,EDEM3
3641,WDR77
3642,ATP5F1
3643,RAP1A
3644,HDAC1
3645,CAPZA1
3646,S100PBP
3647,RNF19B
3648,SCAMP3
3649,TRIM62
3650,ASH1L
3651,DLGAP3
3652,SFPQ
3653,RHOU
3654,GON4L
3655,ARHGEF2
3656,MEF2D
3657,DOCK7
3658,SRM
3659,FBXO2
3660,FBXO6
3661,C1orf21
3662,MAD2L2
3663,DNAJC6
3664,LEPR
3665,IVNS1ABP
3666,KIAA2013
3667,MFN2
3668,SMG7
3669,NCF2
3670,SLC35D1
3671,PLA2G4A
3672,GADD45A
3673,PRDM2
3674,RGS2
3675,TROVE2
3676,UCHL5
3677,BCAS2
3678,CTH
3679,AGMAT
3680,OLFML3
3681,TNNI3K
3682,PLEKHM2
3683,CRYZ
3684,PHTF1
3685,ZBTB17
3686,CD58
3687,TFAP2E
3688,CD2
3689,TTF2
3690,NR5A2
3691,KIF21B
3692,TMEM9
3693,ADPRHL2
3694,MAP7D1
3695,WARS2
3696,MRPS15
3697,EXOC8
3698,GNPAT
3699,TSNAX
3700,C1orf109
3701,RRAGC
3702,TBCE
3703,NID1
3704,LGALS8
3705,HPCAL4
3706,MTR
3707,BMP8B
3708,SIPA1L2
3709,RLF
3710,KMO
3711,ZNF684
3712,KCNQ4
3713,RIMS3
3714,AKT3
3715,ETV3
3716,ACADM
3717,ST6GALNAC5
3718,SLAMF1
3719,CD48
3720,PADI2
3721,SDHB
3722,MFAP2
3723,UAP1
3724,ACTL8
3725,CTBS
3726,RGS4
3727,KLHL12
3728,IGSF21
3729,SSX2IP
3730,PLA2G2D
3731,RBBP5
3732,GBP3
3733,GBP1
3734,KIF17
3735,GPR89A
3736,CD160
3737,ECE1
3738,HMGCL
3739,ID3
3740,CR2
3741,CD46
3742,PRPF3
3743,APH1A
3744,SLC2A1
3745,EBNA1BP2
3746,CDC20
3747,MPL
3748,ARTN
3749,IPO13
3750,ATP6V0B
3751,B4GALT2
3752,PTCH2
3753,AKR1A1
3754,PRDX1
3755,PIK3R3
3756,TSPAN1
3757,BLZF1
3758,SLC19A2
3759,FAAH
3760,NSUN4
3761,DR1
3762,CNN3
3763,F3
3764,ABCD3
3765,VAMP4
3766,DPH5
3767,FASLG
3768,PTBP2
3769,TNFSF4
3770,PRDX6
3771,DARS2
3772,HSD11B1
3773,IRF6
3774,SERPINC1
3775,SYF2
3776,SLC35A3
3777,RCOR3
3778,STMN1
3779,MAN1C1
3780,NEK2
3781,RPS6KA1
3782,DHDDS
3783,NENF
3784,NSL1
3785,PROX1
3786,ARID1A
3787,CENPF
3788,PPP1R8
3789,STX12
3790,SLC5A9
3791,OSBPL9
3792,TXNDC12
3793,CD3EAP
3794,RCN2
3795,CHRNB4
3796,MUC5B
3797,CTSD
3798,COLEC11
3799,STAG1
3800,STK11
3801,MMP8
3802,APOA1
3803,SLC8A2
3804,KPTN
3805,RPS25
3806,KIF14
3807,TNNT2
3808,DDX59
3809,ATF6
3810,MREG
3811,FASTKD2
3812,NRP2
3813,CREB1
3814,KLF7
3815,B4GALT6
3816,C1orf54
3817,CA14
3818,CASC1
3819,LRMP
3820,ATP10B
3821,USP35
3822,ELOVL4
3823,FILIP1
3824,CASP8AP2
3825,HMGN3
3826,CNR1
3827,SGIP1
3828,PHF3
3829,PLAGL1
3830,FBXO30
3831,TNFAIP3
3832,AKAP7
3833,RAB32
3834,MYB
3835,ALDH8A1
3836,RNF146
3837,CTGF
3838,TCF21
3839,FBXL5
3840,MED28
3841,SLC16A7
3842,TMEM5
3843,ZNF430
3844,VAMP8
3845,FOXO3
3846,ARMC2
3847,RPN2
3848,TGIF2
3849,CASQ2
3850,ABCG2
3851,SPP1
3852,STBD1
3853,CCNI
3854,RARRES1
3855,MFSD1
3856,RAB3GAP2
3857,PPL
3858,UBN1
3859,KLF12
3860,UCHL3
3861,PCDH17
3862,HS1BP3
3863,WDR35
3864,CCND2
3865,ELL2
3866,DNAH7
3867,CYP20A1
3868,NDUFB3
3869,GTF3C3
3870,SATB2
3871,UBE2B
3872,TRPM6
3873,GDA
3874,KLF9
3875,TJP2
3876,C2orf40
3877,ITGB1BP1
3878,CPSF3
3879,PIGZ
3880,SENP5
3881,CCDC92
3882,C1orf198
3883,HEATR1
3884,RAD23B
3885,FKBP15
3886,CTNNAL1
3887,WDR34
3888,SET
3889,RAB14
3890,TRIM32
3891,FBXW2
3892,PHF19
3893,NEK6
3894,BSPRY
3895,PPP6C
3896,NDUFA8
3897,HDHD3
3898,RBM18
3899,SLC46A2
3900,HSDL2
3901,MAPKAP1
3902,NR4A3
3903,INVS
3904,GALNT12
3905,DENND1A
3906,ALG2
3907,CSF3R
3908,VPS4B
3909,ONECUT2
3910,C19orf25
3911,ZBTB45
3912,YLPM1
3913,FCF1
3914,PGF
3915,NEK9
3916,ACYP1
3917,NPC2
3918,DNAL1
3919,ACOT2
3920,LTBP2
3921,MLH3
3922,TTLL5
3923,FLVCR2
3924,ABCD4
3925,DLST
3926,TGFB3
3927,RBM25
3928,ALDH6A1
3929,GPR68
3930,ESRRB
3931,EIF2B2
3932,COQ6
3933,ZNF410
3934,RHOQ
3935,GPR75
3936,SUPT7L
3937,KLHL29
3938,DNMT3A
3939,ATAD2B
3940,FKBP1B
3941,YPEL5
3942,FAM98A
3943,YIPF4
3944,AFTPH
3945,BCL11A
3946,CRIPT
3947,SLC17A5
3948,OGFRL1
3949,IDE
3950,ELOVL3
3951,IFIT2
3952,GPAM
3953,CUTC
3954,PPP1R3C
3955,CNNM1
3956,MXI1
3957,SMNDC1
3958,C10orf88
3959,HELLS
3960,TCTN3
3961,AVPI1
3962,C10orf76
3963,KCNIP2
3964,GOT1
3965,C10orf95
3966,SFRP5
3967,GNA13
3968,HOXB8
3969,HOXB5
3970,HOXB3
3971,DUSP1
3972,PANK3
3973,MSX2
3974,TEK
3975,RCL1
3976,MLANA
3977,CD274
3978,GRIA2
3979,NUP43
3980,MTHFD1L
3981,LRP11
3982,PCMT1
3983,PLEKHG1
3984,MYCT1
3985,CXorf21
3986,PCDHB8
3987,PCDHB10
3988,PCDHB14
3989,PCDHB12
3990,SLC25A2
3991,TNN
3992,MRPS14
3993,CENPL
3994,SEC16B
3995,TCP1
3996,TTLL2
3997,SNX19
3998,KCNJ5
3999,TEX11
4000,PDZD11
4001,SLC10A7
4002,NUDCD1
4003,ENY2
4004,MASTL
4005,KIAA1217
4006,PLXDC2
4007,EPC1
4008,IQSEC3
4009,CCDC77
4010,TAF12
4011,ENOX1
4012,TNFSF11
4013,SOHLH2
4014,DNAJC15
4015,UFM1
4016,WBP4
4017,ELF1
4018,SMAD9
4019,HSPH1
4020,KBTBD7
4021,ALG5
4022,EXOSC8
4023,ETF1
4024,TGFBI
4025,FAM53C
4026,SIL1
4027,PAIP2
4028,MYOT
4029,EGR1
4030,SERP1
4031,PLS1
4032,ZFP30
4033,NR2C1
4034,UTP20
4035,TMPO
4036,ARL1
4037,SOCS2
4038,NFYB
4039,APAF1
4040,DUSP4
4041,CLU
4042,TNFRSF10B
4043,SORBS3
4044,PTK2B
4045,PPP3CC
4046,PDLIM2
4047,EPHX2
4048,RNF170
4049,UBIAD1
4050,TARDBP
4051,TNFRSF8
4052,ZNF706
4053,LYPLA1
4054,CRISPLD1
4055,COPS5
4056,RDH10
4057,EPX
4058,AKAP1
4059,COIL
4060,TRIM25
4061,SCPEP1
4062,SPOP
4063,TBX2
4064,SLC35B1
4065,TBX4
4066,TEX14
4067,NCAPH
4068,LRAT
4069,MND1
4070,TRIM6
4071,ABCC11
4072,PAPD5
4073,ADCY7
4074,TSHZ3
4075,ECHDC2
4076,PYROXD1
4077,KCNJ8
4078,BCL2L14
4079,PSPC1
4080,ZNF549
4081,A1BG
4082,ZSCAN18
4083,ZNF211
4084,PDZRN3
4085,LHX4
4086,RNF2
4087,SEC22A
4088,CSTA
4089,POPDC2
4090,B4GALT4
4091,CD80
4092,KIF18A
4093,MAPK8IP1
4094,PEX16
4095,DEPDC7
4096,CAT
4097,PILRB
4098,ZMYM2
4099,GJB6
4100,GJA3
4101,TBC1D15
4102,ZCCHC17
4103,FABP3
4104,KHDRBS1
4105,TMEM39B
4106,CCR2
4107,POLR3GL
4108,TNFSF10
4109,ZNF639
4110,PIK3CA
4111,PDS5A
4112,TMEM156
4113,LIAS
4114,CPXM2
4115,TMEM54
4116,ZSCAN20
4117,CSMD2
4118,HPCA
4119,CLCC1
4120,GPSM2
4121,GTDC1
4122,CXCR4
4123,ZRANB3
4124,ACVR2A
4125,POLK
4126,SV2C
4127,FLT3
4128,RPL21
4129,MTIF3
4130,GTF3A
4131,RASL11A
4132,UBL3
4133,FYTTD1
4134,XPNPEP2
4135,OCRL
4136,PAEP
4137,MRPS2
4138,FMOD
4139,LAX1
4140,KIAA1191
4141,COPA
4142,CD244
4143,LY9
4144,HS3ST2
4145,RBBP6
4146,ZC3H7A
4147,SERAC1
4148,ANXA11
4149,LDB3
4150,FAM35A
4151,ZNF205
4152,RPL5
4153,ODF2L
4154,PTGFR
4155,SPATA1
4156,LRRC39
4157,RWDD3
4158,CCDC18
4159,RPAP2
4160,PQLC1
4161,BBS9
4162,PMS2
4163,ZMIZ2
4164,SEPT7
4165,KIAA0087
4166,KLHL7
4167,HERPUD2
4168,CBX3
4169,HNRNPA2B1
4170,FAM126A
4171,HOXA7
4172,INHBA
4173,FKBP9
4174,ARL4A
4175,POLM
4176,RAMP3
4177,TWIST1
4178,SMU1
4179,CLTA
4180,RECK
4181,TAF1L
4182,ACO1
4183,DNAI1
4184,CNTFR
4185,KIAA1549
4186,TRIM24
4187,C7orf49
4188,CALD1
4189,NUDT10
4190,PLAU
4191,SRGN
4192,CHST3
4193,CISD1
4194,EGR2
4195,ECD
4196,P4HA1
4197,SLC25A16
4198,ZWINT
4199,RBM19
4200,CIT
4201,IFT81
4202,ACADS
4203,HVCN1
4204,DDX54
4205,MED13L
4206,CDKN2C
4207,RNF11
4208,RASSF8
4209,SSPN
4210,ITPR2
4211,CCDC91
4212,WWP1
4213,ACOT9
4214,PRDX4
4215,PKN1
4216,GIPC1
4217,EBPL
4218,ATP7B
4219,ZC3H13
4220,GUCY1B2
4221,NLN
4222,CENPK
4223,OPTN
4224,ITIH5
4225,ATF1
4226,TSFM
4227,ARHGAP9
4228,NCKAP1L
4229,MMP19
4230,PFDN5
4231,SPATS2
4232,ORMDL2
4233,NR4A1
4234,PDE1B
4235,CDK2
4236,LRP1
4237,NFE2
4238,IKZF4
4239,SMUG1
4240,TUBA1B
4241,KBTBD4
4242,SARDH
4243,DBH
4244,ATPAF1
4245,STIL
4246,IL13RA2
4247,COL10A1
4248,AMD1
4249,USP45
4250,PLP1
4251,MORF4L2
4252,RAB9B
4253,NRK
4254,RAB9A
4255,METTL8
4256,TTC21B
4257,NMI
4258,TNFAIP6
4259,ACVR1C
4260,BAZ2B
4261,SLC36A1
4262,LPGAT1
4263,G0S2
4264,KCNJ2
4265,RAP2C
4266,EXOSC9
4267,PLA2G12A
4268,B9D2
4269,PFKFB2
4270,C4BPA
4271,C4BPB
4272,RAB38
4273,GPR83
4274,MXD4
4275,CKS2
4276,ACSL3
4277,CHPF
4278,DNPEP
4279,OBSL1
4280,FAM124B
4281,SLC12A4
4282,CTCFL
4283,PI3
4284,SNX21
4285,SLPI
4286,WFDC3
4287,PREX1
4288,KCNS1
4289,SLC12A5
4290,SDC4
4291,NCOA3
4292,PIGT
4293,MATN4
4294,NCOA5
4295,VAPB
4296,PARD6B
4297,ATP5E
4298,CHD6
4299,PLCG1
4300,TOX2
4301,GDAP1L1
4302,ARFGEF2
4303,ZNFX1
4304,EDN3
4305,CSE1L
4306,RAB22A
4307,PTGIS
4308,STAU1
4309,CDH26
4310,SNAI1
4311,MOCS3
4312,STX16
4313,DDX27
4314,C20orf85
4315,BCAS4
4316,KCNK15
4317,PCK1
4318,ZBP1
4319,NEURL2
4320,MTRR
4321,FASTKD3
4322,PEPD
4323,CHST8
4324,IQSEC2
4325,XG
4326,STAMBP
4327,NAGK
4328,MCEE
4329,PAIP2B
4330,MPHOSPH10
4331,IL17C
4332,ATP8A1
4333,USP22
4334,HIF3A
4335,ZNF576
4336,ZNF45
4337,LYPD3
4338,CEACAM8
4339,NDP
4340,USP9X
4341,F13A1
4342,GRM4
4343,TRERF1
4344,PACSIN1
4345,BTN2A2
4346,SIRT5
4347,WRNIP1
4348,BTN1A1
4349,SNRPC
4350,SERPINB6
4351,XPO5
4352,ABCC10
4353,HIST1H1D
4354,PEX6
4355,NQO2
4356,UNC5CL
4357,ZNF391
4358,RPS10
4359,MOCS1
4360,HIST1H2BJ
4361,MED20
4362,OR2B6
4363,TBCC
4364,SPDEF
4365,TCP11
4366,MAD2L1BP
4367,APOBEC2
4368,KLHDC3
4369,GNMT
4370,TREM1
4371,MEA1
4372,COL21A1
4373,CDKN1A
4374,SOX4
4375,GLO1
4376,CPNE5
4377,KCNK17
4378,RREB1
4379,SSR1
4380,RIOK1
4381,NRN1
4382,SLC35B3
4383,RPP40
4384,ATXN1
4385,NUP153
4386,EEF1E1
4387,RUNX2
4388,LRRFIP1
4389,RAB17
4390,CXCL6
4391,EREG
4392,SCGB2A1
4393,AHNAK
4394,WNT1
4395,SH3TC1
4396,CNOT1
4397,LRRC29
4398,BBS2
4399,MT1G
4400,MT2A
4401,C16orf70
4402,GOT2
4403,DOK4
4404,PIWIL1
4405,GPR18
4406,CLYBL
4407,TMTC4
4408,RAP2A
4409,ABCC4
4410,EFNB2
4411,TM9SF2
4412,IRF1
4413,UPF3B
4414,RNF113A
4415,SEPT6
4416,NDUFA1
4417,ATP5S
4418,BMP4
4419,PTGER2
4420,GRK4
4421,SOX9
4422,TEKT3
4423,HS3ST3B1
4424,SLC25A35
4425,MRPS7
4426,GGA3
4427,ARMC7
4428,NUP85
4429,SLC25A19
4430,MIF4GD
4431,NT5C
4432,MSTO1
4433,C1orf61
4434,TTF1
4435,GTF3C4
4436,DDX31
4437,PPP1R12C
4438,SRMS
4439,OPRL1
4440,SLC2A4RG
4441,IL1B
4442,CHCHD5
4443,PAX8
4444,INSIG2
4445,POLR1B
4446,CCDC93
4447,PSD4
4448,SLC25A23
4449,PSPN
4450,GTF2F1
4451,ALKBH7
4452,CLPP
4453,TNFSF9
4454,THOC2
4455,MED1
4456,RPL23
4457,ATG4C
4458,CD70
4459,C3
4460,SH2D3A
4461,TRIP10
4462,GPR108
4463,TNFSF14
4464,FOSB
4465,OPA3
4466,SNRPD2
4467,RTN2
4468,EML2
4469,VASP
4470,SYMPK
4471,SDCBP2
4472,PANK2
4473,TGM3
4474,FOXA2
4475,CD93
4476,GZF1
4477,NAPB
4478,CENPB
4479,PSMF1
4480,DTD1
4481,RBCK1
4482,STK35
4483,SNRPB
4484,NRSN2
4485,BMP2
4486,FLRT3
4487,OVOL2
4488,MKKS
4489,BFSP1
4490,DSTN
4491,SNRPB2
4492,TBC1D20
4493,ITPA
4494,TCF15
4495,MCM8
4496,FAM110A
4497,MRPS26
4498,NCLN
4499,CITED1
4500,HNRNPR
4501,ZNF436
4502,MAX
4503,ARMCX5
4504,MMP24
4505,ID1
4506,RALY
4507,DYNLRB1
4508,EIF2S2
4509,ERGIC3
4510,FAM83C
4511,CEP250
4512,PLAGL2
4513,GRPR
4514,AMOT
4515,TMEM115
4516,PSMB2
4517,UROD
4518,ST3GAL3
4519,TMEM53
4520,HECTD3
4521,KLC1
4522,XRCC3
4523,TUBGCP3
4524,MCF2L
4525,F10
4526,PCID2
4527,PROZ
4528,LRFN3
4529,CAPNS1
4530,PDCD2L
4531,RBM42
4532,KIRREL2
4533,FFAR2
4534,HCST
4535,COX6B1
4536,THRA
4537,CCR7
4538,NR1D1
4539,FRMD8
4540,PRDX5
4541,BCL2L12
4542,IRF3
4543,PRMT1
4544,RRAS
4545,PRRG2
4546,SCAF1
4547,PRR12
4548,TSKS
4549,FLRT1
4550,ASL
4551,SBDS
4552,STAT5A
4553,WNK4
4554,BECN1
4555,PRKCG
4556,TRAP1
4557,GLIS2
4558,DNAJC8
4559,AHDC1
4560,IFI6
4561,ZNF384
4562,EMG1
4563,UXT
4564,CFP
4565,ELK1
4566,TIMM17B
4567,KTN1
4568,SIX1
4569,RHOJ
4570,HSPA2
4571,ZBTB1
4572,TRMT5
4573,SGPP1
4574,PLEKHG3
4575,PZP
4576,RHOT1
4577,EVI2A
4578,OMG
4579,WDR60
4580,FAM78A
4581,NUP214
4582,AVPR2
4583,SLC10A3
4584,MAP2K2
4585,ARMCX1
4586,TIMM8A
4587,CANX
4588,RGS13
4589,IPPK
4590,ZNF484
4591,OMD
4592,FGD3
4593,HIVEP3
4594,PPCS
4595,EDN2
4596,BCL11B
4597,COX7C
4598,TRAF2
4599,ABHD8
4600,MASP1
4601,ATP13A4
4602,HRASLS
4603,HELB
4604,RAP1B
4605,TSPAN8
4606,BEST3
4607,RAB3IP
4608,PTPRB
4609,DYRK2
4610,YEATS4
4611,TAS2R4
4612,TAS2R5
4613,CRYGN
4614,LRRC61
4615,IDUA
4616,FGFRL1
4617,TMEM175
4618,PIN1
4619,FBXL12
4620,PLA2G5
4621,UBR4
4622,HP1BP3
4623,SIN3B
4624,SLC35E1
4625,EPS15L1
4626,KLF2
4627,F2RL3
4628,GFER
4629,SYNGR3
4630,PKMYT1
4631,WFIKKN1
4632,WDR24
4633,FBXL16
4634,CHTF18
4635,GNG13
4636,MACF1
4637,SMARCA4
4638,TICAM1
4639,IL17B
4640,TUBA4A
4641,VIL1
4642,AAMP
4643,PNKD
4644,TNFRSF19
4645,RNF6
4646,ECHS1
4647,AKAP9
4648,GNG11
4649,GNGT1
4650,HIP1
4651,PTPN12
4652,POR
4653,FGL2
4654,STYXL1
4655,STEAP4
4656,GNAI1
4657,PEX1
4658,SGCE
4659,CASD1
4660,ZNF780B
4661,LRFN1
4662,ZFP36
4663,SPINK2
4664,RASL11B
4665,PAICS
4666,KDR
4667,PPAT
4668,ADM2
4669,DGCR6L
4670,DGCR8
4671,ASPHD2
4672,VPREB3
4673,SDF2L1
4674,GAL3ST1
4675,YWHAH
4676,RFPL1
4677,RFPL2
4678,C22orf24
4679,GNAZ
4680,MGAT3
4681,ADORA2A
4682,ATF4
4683,A4GALT
4684,CDC42EP1
4685,APOL3
4686,MCHR1
4687,TPST2
4688,BAIAP2L2
4689,MPST
4690,GALR3
4691,TST
4692,IGLL1
4693,APOL2
4694,RAC2
4695,LIF
4696,C22orf23
4697,APOBEC3A
4698,APOBEC3F
4699,RIBC2
4700,KRT17
4701,CPA4
4702,DOCK4
4703,POT1
4704,ATP6V1F
4705,PRKRIP1
4706,VGF
4707,PODXL
4708,FOXP2
4709,MKLN1
4710,DNAJB9
4711,FLNC
4712,LRRC4
4713,CALU
4714,CCDC136
4715,SMO
4716,IRF5
4717,LRRC17
4718,NDUFA5
4719,OPN1SW
4720,MRPS12
4721,MYO1B
4722,HOXD1
4723,HOXD3
4724,MTX2
4725,PDE11A
4726,CHN1
4727,GAD1
4728,OSGEPL1
4729,ORMDL1
4730,HAT1
4731,HOXD9
4732,HOXD10
4733,HOXD11
4734,HERC2
4735,SNRPN
4736,TWSG1
4737,ARHGAP22
4738,WDFY4
4739,EIF2AK4
4740,MYO5C
4741,CGNL1
4742,TMOD2
4743,TTBK2
4744,ELL3
4745,DLL4
4746,ALDH1A2
4747,IVD
4748,DUT
4749,CHAC1
4750,CLN6
4751,VPS13C
4752,CALML4
4753,ISLR
4754,THAP10
4755,LOXL1
4756,ANAPC13
4757,MBD4
4758,COPB1
4759,PSMA1
4760,SUMF2
4761,PALLD
4762,SPCS3
4763,BBOX1
4764,SERGEF
4765,KCNC1
4766,TPH1
4767,E2F8
4768,DCTD
4769,SOX15
4770,RPAIN
4771,USP6
4772,SHBG
4773,PLD2
4774,CD68
4775,TXNDC17
4776,ATP1B2
4777,FXR2
4778,KIF1C
4779,MPDU1
4780,LRRC6
4781,CCNT1
4782,PUS7L
4783,KRI1
4784,ILF3
4785,SLC44A2
4786,AP1M2
4787,CDKN2D
4788,MTUS1
4789,KLK14
4790,SIGLEC9
4791,KLK8
4792,NGDN
4793,RIPK3
4794,ADCY4
4795,RAB2B
4796,BCL2L2
4797,PARP2
4798,FOXA1
4799,SNX6
4800,EAPP
4801,NRL
4802,RNASE1
4803,NEDD8
4804,DAD1
4805,TEP1
4806,EPB41L4A
4807,CDO1
4808,ITFG1
4809,QRICH2
4810,FOXJ1
4811,SEC14L1
4812,RHBDF2
4813,ARHGEF6
4814,MAP7D3
4815,FGF13
4816,ASH2L
4817,CHRNA10
4818,CDKN1C
4819,KLF16
4820,DOHH
4821,SHC2
4822,LBP
4823,SYT5
4824,TNNI3
4825,CBFA2T3
4826,GAMT
4827,PHF10
4828,GALNT8
4829,KCNA5
4830,NXNL2
4831,STARD8
4832,GDPD2
4833,SAT1
4834,GNL3L
4835,SH3BP4
4836,DOCK6
4837,ECSIT
4838,LDLR
4839,ELOF1
4840,PRKCSH
4841,CNN1
4842,CDC16
4843,ZSCAN10
4844,APOE
4845,TOMM40
4846,APOC1
4847,GADD45G
4848,LRCH2
4849,DPP6
4850,XPO7
4851,ACE2
4852,FAM98C
4853,SAFB2
4854,RPL36
4855,ATP8B3
4856,KIF1A
4857,GTPBP3
4858,PLVAP
4859,BST2
4860,SLC27A1
4861,NSUN5
4862,MRPL34
4863,PGLS
4864,LSM7
4865,TULP4
4866,RTN4IP1
4867,QRSL1
4868,RSPH3
4869,ACSBG2
4870,MLLT1
4871,FUT5
