,0
8024,ZNF394
8025,CPSF4
8026,LY6E
8027,VPS28
8028,PTGER1
8029,MUM1
8030,RECQL4
8031,LRRC14
8032,ZNF333
8033,PPP1R16A
8034,FOXH1
8035,ORAI2
8036,ALKBH4
8037,SQSTM1
8038,MGAT4B
8039,RPL8
8040,MAML1
8041,PGLYRP2
8042,FBXL13
8043,SCGB3A1
8044,PSMC2
8045,CCDC116
8046,DVL3
8047,AP2M1
8048,ABCF3
8049,PCYT1A
8050,FBXO27
8051,DMKN
8052,U2AF1L4
8053,BDH1
8054,NPHS1
8055,THAP8
8056,COX7A1
8057,LRRC56
8058,PLXDC1
8059,IKZF3
8060,GRIN2C
8061,FDXR
8062,SAP30BP
8063,ACOX1
8064,PRPSAP1
8065,CYGB
8066,ZNF577
8067,TMEM143
8068,KLHL10
8069,ALDH16A1
8070,ITGA5
8071,SIGLEC11
8072,MPP3
8073,CD300LG
8074,NAGS
8075,LSM12
8076,ASB16
8077,JOSD2
8078,SHANK1
8079,DBF4B
8080,PLCD3
8081,FMNL3
8082,AQP5
8083,RACGAP1
8084,LARP4
8085,GRASP
8086,RAVER1
8087,LEMD2
8088,ALOX15
8089,TREML1
8090,ZNF653
8091,MED11
8092,CXCL16
8093,BCL6B
8094,ASGR2
8095,SENP3
8096,FGF11
8097,EIF4A1
8098,RPL26
8099,POLR3K
8100,WDR90
8101,CCDC78
8102,SPSB3
8103,C16orf59
8104,CCNF
8105,TBC1D24
8106,AMDHD2
8107,PAQR4
8108,FLYWCH2
8109,ZNF75A
8110,ADCY9
8111,SHANK2
8112,CLPB
8113,NEU3
8114,ASRGL1
8115,GNG3
8116,TTC9C
8117,TAF6L
8118,NXF1
8119,STX5
8120,SLC25A45
8121,RPL29
8122,ITIH3
8123,SYVN1
8124,ZFPL1
8125,RPS6KA4
8126,LRP5
8127,TPCN2
8128,FGF19
8129,PDZK1IP1
8130,TAL1
8131,ELAVL4
8132,ZYG11B
8133,SLC1A7
8134,C1orf123
8135,MAGOH
8136,ACOT11
8137,PARS2
8138,USP24
8139,NOL9
8140,PRKAA2
8141,KLHL21
8142,ZSWIM5
8143,GMEB1
8144,SLC45A1
8145,JAK1
8146,RAVER2
8147,RBP7
8148,FBLIM1
8149,SLC25A34
8150,AKR7A3
8151,PDPN
8152,DHRS3
8153,MATN1
8154,LAPTM5
8155,SDC3
8156,PEF1
8157,RBBP4
8158,KIAA1522
8159,TSSK3
8160,TMCO4
8161,CAMK2N1
8162,ALPL
8163,WNT4
8164,TTLL10
8165,SCNN1D
8166,MXRA8
8167,MEGF6
8168,IL23R
8169,DIRAS3
8170,NFIA
8171,OMA1
8172,MYSM1
8173,TM2D1
8174,USP1
8175,FUBP1
8176,NEXN
8177,DNAJB4
8178,TYW3
8179,SNX7
8180,B3GALT2
8181,NTNG1
8182,FAM102B
8183,C1orf52
8184,GBP2
8185,ATXN7L2
8186,GBP4
8187,ZNF326
8188,GFI1
8189,KCNT2
8190,AGL
8191,VCAM1
8192,EXTL2
8193,SLC30A7
8194,ZNF281
8195,ARPC5
8196,CADM3
8197,NLRP3
8198,ZNF496
8199,TRIM58
8200,SLAMF9
8201,KCNJ9
8202,IGSF8
8203,DDR2
8204,PEA15
8205,PEX19
8206,NCSTN
8207,SLAMF6
8208,OLFML2B
8209,FCRLB
8210,C1orf74
8211,FLVCR1
8212,ATF3
8213,RBM15
8214,DENND2D
8215,TDRD5
8216,IER5
8217,SNED1
8218,BPNT1
8219,SPATA17
8220,C1orf115
8221,ACP6
8222,KIF26B
8223,TFB2M
8224,KLHDC8A
8225,OXER1
8226,HAAO
8227,B3GALNT2
8228,MAPKAPK2
8229,IL20
8230,IL24
8231,PIGR
8232,FCAMR
8233,CAPN2
8234,MRPL55
8235,WDR26
8236,REL
8237,PEX13
8238,KIAA1841
8239,TRIM17
8240,RFTN2
8241,DISC1
8242,CAPN13
8243,LRRTM1
8244,MEMO1
8245,KCNF1
8246,PQLC3
8247,ARL5A
8248,FAM84A
8249,FRZB
8250,DUSP19
8251,CCDC138
8252,C2orf48
8253,FBXO41
8254,ACTG2
8255,SMC6
8256,VSNL1
8257,H3F3A
8258,SLC16A14
8259,TEKT4
8260,SGCB
8261,SPATA18
8262,NOSTRIN
8263,SGPP2
8264,INHBB
8265,BBS5
8266,SMARCAD1
8267,PDLIM5
8268,ANKRD23
8269,CTSS
8270,MSX1
8271,BNIPL
8272,TNFAIP8L2
8273,LYSMD1
8274,SCNM1
8275,TMOD4
8276,VPS72
8277,ERCC3
8278,RNF149
8279,IWS1
8280,BOLA3
8281,CDC42EP3
8282,S100A11
8283,DHX57
8284,PGLYRP4
8285,ARHGAP25
8286,S100A9
8287,S100A12
8288,TGFA
8289,TDRD10
8290,CCNYL1
8291,FZD5
8292,GNPDA2
8293,ALPP
8294,PAQR3
8295,ANTXR2
8296,MRPS18C
8297,CGGBP1
8298,GPR155
8299,DAPL1
8300,PMVK
8301,PBXIP1
8302,CLDN1
8303,PYGO2
8304,HIPK1
8305,DCST2
8306,DCST1
8307,COL6A3
8308,YY1AP1
8309,KBTBD8
8310,LMOD3
8311,SLC22A15
8312,ATP1A1
8313,SLC15A2
8314,EIF4E3
8315,PROK2
8316,LRRC58
8317,FSTL1
8318,LMOD1
8319,ELF3
8320,TMEM169
8321,IGFBP7
8322,TRIM46
8323,ARPC2
8324,CCT3
8325,TMEM79
8326,SSR2
8327,RNF25
8328,STK36
8329,ADORA1
8330,NEK10
8331,CCDC141
8332,IHH
8333,KIAA1524
8334,EOMES
8335,AZI2
8336,TGFBR2
8337,ANKZF1
8338,HDAC11
8339,TRAT1
8340,FBLN2
8341,GLB1L
8342,STT3B
8343,CHCHD4
8344,NFASC
8345,FCRL1
8346,SERPINI1
8347,CLASP2
8348,SUCLG1
8349,NUAK2
8350,PRKCI
8351,MNDA
8352,PYHIN1
8353,IFI16
8354,AIM2
8355,EFHB
8356,EIF5A2
8357,RPL22L1
8358,PPM1L
8359,ICA1L
8360,CTLA4
8361,ICOS
8362,RYBP
8363,PPP4R2
8364,CD200R1
8365,GTPBP8
8366,CADPS
8367,CDS1
8368,WDFY3
8369,COX18
8370,PTPN13
8371,ALB
8372,C3orf49
8373,C4orf36
8374,THOC7
8375,ATXN7
8376,PSMD6
8377,PRICKLE2
8378,ADAMTS9
8379,PPM1K
8380,GMPS
8381,TIPARP
8382,CCNL1
8383,PTX3
8384,HESX1
8385,DCLK3
8386,SLMAP
8387,RPL9
8388,RPP14
8389,ABHD6
8390,DNASE1L3
8391,APBB2
8392,IL17RE
8393,IL17RC
8394,CRELD1
8395,PRRT3
8396,PCOLCE2
8397,MTMR14
8398,TTC14
8399,CXCL3
8400,CXCL5
8401,PPBP
8402,PF4
8403,MTHFD2L
8404,CXCL1
8405,RCHY1
8406,PLSCR2
8407,CPA3
8408,GYG1
8409,HPS3
8410,TM4SF18
8411,TOPBP1
8412,RYK
8413,SNRK
8414,UCN
8415,ZNF513
8416,SLC4A1AP
8417,PLB1
8418,SPDYA
8419,KIF15
8420,TGM4
8421,ZDHHC3
8422,CDCP1
8423,CLEC3B
8424,SLC6A20
8425,LZTFL1
8426,FYCO1
8427,LRRC2
8428,DTX3L
8429,ZNF148
8430,NMNAT3
8431,ZMYM6
8432,YEATS2
8433,GRIK3
8434,ZC3H12A
8435,SNIP1
8436,DNALI1
8437,POLR2H
8438,KLF15
8439,CAMK2N2
8440,LIPH
8441,TMEM41A
8442,RPN1
8443,SENP2
8444,HEYL
8445,IFT122
8446,RFC4
8447,RPL39L
8448,BAP1
8449,TKT
8450,PRKCD
8451,RFT1
8452,SFMBT1
8453,GNL3
8454,PBRM1
8455,ARHGEF3
8456,SLBP
8457,LRPAP1
8458,ZDHHC19
8459,RNF168
8460,PIGX
8461,S100P
8462,ABLIM2
8463,C1orf50
8464,ERMAP
8465,ZNF691
8466,SGMS2
8467,METAP1
8468,DNAJB14
8469,H2AFZ
8470,EMCN
8471,BDH2
8472,PGRMC2
8473,CDC25A
8474,CAMP
8475,ZNF589
8476,PLXNB1
8477,CCDC51
8478,ATRIP
8479,SPRY1
8480,BSN
8481,APEH
8482,INTU
8483,RNF123
8484,HSPA4L
8485,MFSD8
8486,CAMKV
8487,MON1A
8488,MST1R
8489,RAD54L2
8490,TEX264
8491,GRM2
8492,DUSP7
8493,PPM1M
8494,WDR82
8495,PITX2
8496,PRSS12
8497,NDST3
8498,HMGB2
8499,SAP30
8500,SCRG1
8501,HAND2
8502,MAD2L1
8503,ANXA5
8504,TMEM155
8505,MAP9
8506,GUCY1A3
8507,FBXO8
8508,HPGD
8509,TMEM144
8510,NPY1R
8511,IL15
8512,ARFIP1
8513,HHIP
8514,ANAPC10
8515,ABCE1
8516,OTUD4
8517,LSM6
8518,ITGA2
8519,MOCS2
8520,SLC45A2
8521,EDIL3
8522,TMEM161B
8523,ELOVL7
8524,LMBRD2
8525,NIPBL
8526,RNF180
8527,SLC25A46
8528,STARD4
8529,PGGT1B
8530,F2RL2
8531,CCDC112
8532,CMBL
8533,PRRC1
8534,F2RL1
8535,AGGF1
8536,WDR41
8537,NDUFS4
8538,ESM1
8539,GRPEL2
8540,CDC20B
8541,ARSK
8542,RHOBTB3
8543,TIGD6
8544,SERINC5
8545,ENPP6
8546,CAGE1
8547,CASP3
8548,CMYA5
8549,EGFLAM
8550,RICTOR
8551,PAPD4
8552,EBF1
8553,ANKRA2
8554,UBLCP1
8555,UTP15
8556,TLR3
8557,KLKB1
8558,GFM2
8559,TERT
8560,CCDC127
8561,FOXQ1
8562,ACSL6
8563,SEPT8
8564,SHROOM1
8565,GDF9
8566,UQCRQ
8567,LEAP2
8568,GJB7
8569,SLC35A1
8570,GRIK2
8571,TXLNB
8572,DCBLD1
8573,SAMD3
8574,IL22RA2
8575,DACT2
8576,PDSS2
8577,STXBP5
8578,IL31RA
8579,RAET1E
8580,PI16
8581,DAGLB
8582,KIAA0895
8583,STK17A
8584,TRA2A
8585,GALNT10
8586,SAP30L
8587,RPS14
8588,MYOZ3
8589,COG5
8590,GPR85
8591,SLU7
8592,PTTG1
8593,CAMLG
8594,BMPER
8595,RELL2
8596,KCNK5
8597,KIF6
8598,ZNF12
8599,SLC29A4
8600,STEAP1
8601,CDCA7L
8602,KIAA1324L
8603,USP49
8604,SYTL3
8605,IQUB
8606,HEY1
8607,ZNF704
8608,FABP5
8609,SHH
8610,TAGAP
8611,COL1A2
8612,FNDC1
8613,CHMP4C
8614,SLC13A4
8615,PGAM2
8616,BRI3
8617,LMTK2
8618,CTSB
8619,SOX17
8620,DLC1
8621,ADCY1
8622,C8orf48
8623,HNF4G
8624,RAD21
8625,MED30
8626,TNFRSF11B
8627,PHKG1
8628,EN2
8629,CSMD3
8630,OSGIN2
8631,DEFB1
8632,TMEM74
8633,GPR146
8634,TMEM184A
8635,NOS3
8636,MICALL2
8637,CA3
8638,INTS1
8639,CDK5
8640,SLC4A2
8641,FASTK
8642,TMUB1
8643,ALDH7A1
8644,FOXK1
8645,COX6C
8646,OSR2
8647,YWHAZ
8648,BAALC
8649,FZD6
8650,CTHRC1
8651,SLC25A32
8652,TP53INP1
8653,INTS8
8654,FREM1
8655,GEM
8656,TMEM67
8657,C9orf24
8658,SNAPC3
8659,KIAA1161
8660,NUDT2
8661,TMEM65
8662,PSIP1
8663,UBAP1
8664,DIRAS2
8665,SYK
8666,NIPSNAP3B
8667,ABCA1
8668,NFIL3
8669,LETM2
8670,METTL2B
8671,FXN
8672,ZMAT4
8673,TMEM71
8674,MAMDC2
8675,CPA6
8676,C8orf34
8677,TMC1
8678,ALDH1A1
8679,HGSNAT
8680,RASEF
8681,GKAP1
8682,KIF27
8683,C9orf64
8684,SVEP1
8685,TRPV6
8686,ANKS6
8687,FBP1
8688,ZHX1
8689,CYBB
8690,DYNLT3
8691,MID1IP1
8692,C9orf84
8693,CXorf58
8694,KIAA1958
8695,PTCHD1
8696,RNF183
8697,PCDH19
8698,PIGA
8699,STRBP
8700,CLDN3
8701,GAPVD1
8702,WNK2
8703,ATP7A
8704,ZNF367
8705,HDX
8706,NDUFB6
8707,AQP7
8708,NOL6
8709,AQP3
8710,VCP
8711,PIGO
8712,STOML2
8713,BRWD3
8714,SLITRK5
8715,MELK
8716,ARMC3
8717,ARHGAP12
8718,FAT3
8719,HECTD2
8720,SLC7A3
8721,FBXO33
8722,CLDN2
8723,LRFN5
8724,LRRC18
8725,WRN
8726,MARCH8
8727,TSHR
8728,CFL2
8729,SUGT1
8730,GTF2A1
8731,PGM2L1
8732,PHYHIPL
8733,SLC16A9
8734,FOLR2
8735,INPPL1
8736,GJB2
8737,CRYL1
8738,REEP3
8739,PCF11
8740,PKNOX2
8741,RPL36AL
8742,C10orf10
8743,C10orf25
8744,ZNF22
8745,KLHDC2
8746,EML5
8747,RPUSD4
8748,ARF6
8749,TTC8
8750,CDX2
8751,KBTBD6
8752,FAAH2
8753,NUDT5
8754,DACT1
8755,OXGR1
8756,ATP5C1
8757,PRPF18
8758,TAF3
8759,VDAC2
8760,COMTD1
8761,PDZD8
8762,ZNF503
8763,NSD1
8764,PRDX3
8765,ENOX2
8766,GHITM
8767,SNAPC4
8768,PMPCA
8769,SDCCAG3
8770,TSC1
8771,GFI1B
8772,HPRT1
8773,FAM69B
8774,ZMYND19
8775,STOX1
8776,RET
8777,DDX21
8778,BMS1
8779,STK32C
8780,FUNDC2
8781,TMEM55B
8782,SLC39A2
8783,NDRG2
8784,RNASE7
8785,ZNF219
8786,CASP7
8787,BTNL9
8788,METTL3
8789,SALL2
8790,PRAP1
8791,TRUB1
8792,ZFYVE1
8793,C10orf82
8794,HSPA12A
8795,FRAT1
8796,UBTD1
8797,ANKRD2
8798,E2F7
8799,ISCA2
8800,PACSIN3
8801,TTC7B
8802,SLC39A13
8803,PSMC3
8804,RAPSN
8805,AGBL2
8806,TC2N
8807,CPSF2
8808,MOAP1
8809,IFI27
8810,CLMN
8811,PDZRN4
8812,NELL1
8813,PTER
8814,CACNB2
8815,ARL5B
8816,ABTB2
8817,AMOTL1
8818,HTRA1
8819,LIPC
8820,CEP57
8821,TCP11L2
8822,SPRED1
8823,GPR176
8824,JAM3
8825,ADAMTS15
8826,GPT2
8827,AMN
8828,RAB8B
8829,RPUSD2
8830,HIF1AN
8831,NDUFB8
8832,ZFYVE19
8833,PPP1R14D
8834,FBN1
8835,AVPR1A
8836,DEPDC4
8837,LRTM2
8838,BRD7
8839,CKB
8840,BTRC
8841,POLL
8842,BAG5
8843,LARP6
8844,API5
8845,ZNF319
8846,HPS6
8847,SENP8
8848,NOLC1
8849,ALKBH3
8850,COPS2
8851,GABRB3
8852,SGPL1
8853,FRS2
8854,CCT2
8855,PCBD1
8856,ARIH1
8857,SCN3B
8858,COX11
8859,ZNF202
8860,STXBP4
8861,CYYR1
8862,CUL5
8863,C2
8864,PLEKHF1
8865,SMPD1
8866,APBB1
8867,SYNPO2L
8868,NUDT13
8869,C11orf65
8870,TRIM44
8871,ILK
8872,TAF10
8873,TPP1
8874,DCHS1
8875,CYB5A
8876,USP54
8877,RAG1
8878,C11orf74
8879,WDR88
8880,ATP9B
8881,PPFIBP2
8882,CYB5R2
8883,SERPINB7
8884,KIAA0355
8885,SERPINB8
8886,TUB
8887,RIC3
8888,LMO1
8889,IDH3A
8890,WDR72
8891,CRABP1
8892,PLD4
8893,ZMAT1
8894,TRIM66
8895,RPL27A
8896,ST5
8897,CDYL2
8898,TMEM130
8899,PRTG
8900,CENPN
8901,C16orf46
8902,TMEM41B
8903,PKD1L2
8904,LEO1
8905,ZNF143
8906,MFAP4
8907,WEE1
8908,MAPK7
8909,NDST2
8910,MCM7
8911,CCDC68
8912,CLEC4E
8913,ZNF3
8914,CLEC4D
8915,A2ML1
8916,TK2
8917,TMED3
8918,SEC11C
8919,TMEM135
8920,IQCD
8921,NDEL1
8922,CDH16
8923,RRAD
8924,FAM96B
8925,HSP90B1
8926,BLCAP
8927,ATF7IP2
8928,MMP10
8929,TMPRSS5
8930,COG1
8931,PLEKHA7
8932,ZNF606
8933,B2M
8934,ZNF592
8935,CASC4
8936,HTR3A
8937,NNMT
8938,ACSM1
8939,AP1G1
8940,SLFN5
8941,CATSPER2
8942,C16orf45
8943,SAAL1
8944,YPEL4
8945,PPIB
8946,LDHC
8947,FAM96A
8948,LDHAL6A
8949,FAM111A
8950,KIF7
8951,LDHD
8952,PEX11A
8953,MESP1
8954,ANPEP
8955,RBPMS2
8956,NAV2
8957,ANKDD1A
8958,GLYATL1
8959,C18orf54
8960,DCTN5
8961,TERF2IP
8962,PLK1
8963,CLPX
8964,ZBTB39
8965,TAC3
8966,MYO1A
8967,CHP2
8968,NAB2
8969,VPS39
8970,STAT6
8971,STX3
8972,MRPL16
8973,PIP4K2C
8974,YWHAB
8975,C15orf48
8976,SCG5
8977,GREM1
8978,TSC22D4
8979,MS4A7
8980,DIS3L
8981,CCNDBP1
8982,SMAD3
8983,RCCD1
8984,AKTIP
8985,MAPRE2
8986,MARS
8987,MBD6
8988,PDIA3
8989,NUDT21
8990,SGSM1
8991,DUSP18
8992,TEF
8993,PBX3
8994,GNGT2
8995,PHB
8996,SNRPD1
8997,TTC16
8998,SAMD14
8999,PIP5KL1
9000,TMEM92
9001,FAM102A
9002,GOLGA2
9003,TRUB2
9004,COQ4
9005,SLC27A4
9006,URM1
9007,DOLPP1
9008,CCDC103
9009,ENDOG
9010,PRRX2
9011,C15orf39
9012,ISLR2
9013,SP2
9014,COQ7
9015,GPRC5B
9016,CRK
9017,FBXO22
9018,TBC1D2B
9019,NOD2
9020,LOXHD1
9021,KATNAL2
9022,HDHD2
9023,ZNF91
9024,IGF2
9025,RNF214
9026,DPEP2
9027,POP5
9028,ATP5L
9029,CD3D
9030,MYO5B
9031,ART5
9032,ACAA2
9033,STIM1
9034,RRM1
9035,OR51E2
9036,TRIM68
9037,PRRT2
9038,IRGQ
9039,ZNF226
9040,ZNF180
9041,ZNF668
9042,ZNF646
9043,VKORC1
9044,LPO
9045,CA4
9046,TPM4
9047,RAB8A
9048,GPX4
9049,MIDN
9050,FAM129C
9051,KLHL26
9052,GATAD2A
9053,MVD
9054,CDT1
9055,TRAPPC2L
9056,ANKRD11
9057,PROCA1
9058,RPL13
9059,ZNF641
9060,CACNB3
9061,DHRS13
9062,TP53I13
9063,CORO6
9064,RHEBL1
9065,TUBA1A
9066,TUBA1C
9067,ZNF610
9068,ZNF528
9069,ZNF701
9070,SERTAD3
9071,RAB4B
9072,AQP2
9073,GPD1
9074,CYP2S1
9075,AXL
9076,TMC4
9077,ANKRD33
9078,LAIR1
9079,LENG8
9080,CDC42EP5
9081,LAIR2
9082,TMEM145
9083,ZNF526
9084,KIR3DL1
9085,NLRP7
9086,ZNF146
9087,ZNF283
9088,PPP1R14A
9089,SPINT2
9090,YIF1B
9091,PSCA
9092,ATCAY
9093,LY6D
9094,DAPK3
9095,EEF2
9096,TMIGD2
9097,CHAF1A
9098,SEMA6B
9099,ZNF444
9100,NXN
9101,FAM57A
9102,GLOD4
9103,MFSD3
9104,GPT
9105,KIFC2
9106,SLC43A2
9107,RILP
9108,SERPINF2
9109,WDR81
9110,SRR
9111,TSR1
9112,TRPV3
9113,HSD11B1L
9114,CYB5D2
9115,GGT6
9116,C19orf48
9117,KLK1
9118,KLK4
9119,KLK2
9120,KLK5
9121,KLK6
9122,KLK11
9123,KLK13
9124,ZNF83
9125,KRT80
9126,KRT1
9127,ANGPTL4
9128,CD320
9129,IGFBP6
9130,SOAT2
9131,ZNF558
9132,CDK2AP2
9133,NUDT8
9134,TBX10
9135,PRDX2
9136,ZNF232
9137,MIS12
9138,CD300C
9139,CD300A
9140,ATP5H
9141,TMEM88
9142,EVPL
9143,SRP68
9144,MGAT5B
9145,TMC8
9146,TK1
9147,TMEM68
9148,TMEM99
9149,GHDC
9150,ZNF598
9151,RAB26
9152,E4F1
9153,DNASE1L2
9154,CASKIN1
9155,ABCA3
9156,KCTD5
9157,SRRM2
9158,ZNF597
9159,NLRC3
9160,DDB1
9161,VPS37C
9162,VWCE
9163,RAB3IL1
9164,FTH1
9165,BSCL2
9166,POLR2G
9167,SLC3A2
9168,HRASLS5
9169,ATG16L2
9170,TTC21A
9171,RPSA
9172,ENTPD3
9173,CTNNB1
9174,ULK4
9175,FADD
9176,LTBP3
9177,NAALADL1
9178,SAC3D1
9179,BATF2
9180,SLC22A11
9181,SF1
9182,MAP4K2
9183,CCDC88B
9184,SCARA3
9185,PBK
9186,SCARA5
9187,COPS6
9188,PAFAH1B2
9189,ANKS3
9190,NUDT16L1
9191,KIAA1586
9192,RAB4A
9193,KCNJ4
9194,VASN
9195,FAM83B
9196,THAP9
9197,HOOK3
9198,DDIT4
9199,RBPJ
9200,LMBRD1
9201,ZCCHC4
9202,PTGDR
9203,GLYCTK
9204,GNG4
9205,UBTD2
9206,NKIRAS2
9207,DNAJC7
9208,KCNV2
9209,IRF2BP2
9210,NT5DC2
9211,FOXI1
9212,KIF5C
9213,MGAT2
9214,BMI1
9215,THAP11
9216,PDHB
9217,PXK
9218,HIST1H1E
9219,PCMTD1
9220,KCTD6
9221,ACOX2
9222,FAM107A
9223,IRF2
9224,MOBP
9225,CX3CR1
9226,XIRP1
9227,SCN11A
9228,ARF4
9229,SEPT2
9230,FILIP1L
9231,DTYMK
9232,ING5
9233,ATG4B
9234,BDKRB2
9235,MLKL
9236,RHOH
9237,KLHL30
9238,COG7
9239,CDC40
9240,STIP1
9241,SCNN1B
9242,HR
9243,RAB31
9244,REEP4
9245,TNXB
9246,LGI3
9247,BMP1
9248,ATXN2L
9249,CCDC110
9250,POLR3D
9251,FEN1
9252,GBX2
9253,HEXIM2
9254,FNTA
9255,SERINC2
9256,CHRM1
9257,COL3A1
9258,GFRA2
9259,ING2
9260,CDKN2AIP
9261,DYNLRB2
9262,TMUB2
9263,STAT3
9264,ZSWIM1
9265,ADAM9
9266,GDNF
9267,DPCR1
9268,AXIN2
9269,NDUFS5
9270,VWA3B
9271,ZNF30
9272,UGT3A2
9273,FAM84B
9274,KCTD19
9275,SLC16A4
9276,IL7R
9277,LRP1B
9278,AHCYL1
9279,PKIG
9280,NPNT
9281,CA7
9282,SEMA4C
9283,CNNM3
9284,GSTM4
9285,CXXC4
9286,TCTN2
9287,SHOX2
9288,TSPAN5
9289,ZBTB5
9290,ADAL
9291,LCMT2
9292,SNTB2
9293,IL12A
9294,ZNF507
9295,STX18
9296,GFM1
9297,DDX19A
9298,ATOH8
9299,ANKRD49
9300,SFTPB
9301,USP39
9302,TNIP2
9303,RNF181
9304,VAMP5
9305,BTNL3
9306,LRRC28
9307,MAT2A
9308,PLA2G4F
9309,ZNF608
9310,LETM1
9311,TMEM129
9312,PPIC
9313,STXBP6
9314,TM4SF20
9315,GRM5
9316,LGALS9
9317,CPLX1
9318,SIGLEC7
9319,E2F6
9320,FEM1B
9321,COMMD8
9322,ATP5I
9323,UQCRFS1
9324,MFSD7
9325,COL4A3
9326,KLK7
9327,IRS1
9328,MECP2
9329,VCX3A
9330,UPF3A
9331,ROR2
9332,AR
9333,C8orf46
9334,HSPBAP1
9335,CHST14
9336,CSNK1G1
9337,FAM110B
9338,ARMC4
9339,AFAP1L2
9340,ZNF354A
9341,ATF5
9342,ZBTB43
9343,CPT1C
9344,PCSK9
9345,XPO6
9346,GSG1L
9347,MN1
9348,APEX2
9349,NSMCE1
9350,CCDC126
9351,RAB3B
9352,CD2BP2
9353,RSPO1
9354,RGS14
9355,TBC1D10B
9356,LMAN2
9357,RAB24
9358,PRELID1
9359,CA5B
9360,EFNA1
9361,CXCL10
9362,SH3TC2
9363,CXCL11
9364,ZRSR2
9365,NMD3
9366,ADRB2
9367,B3GALNT1
9368,GPRIN1
9369,HSPB3
9370,KCNAB1
9371,MRPL1
9372,SHE
9373,PGM2
9374,STK32A
9375,P2RY12
9376,C22orf15
9377,SLC33A1
9378,SNUPN
9379,CRADD
9380,SIN3A
9381,ARL13B
9382,RNASE2
9383,RNASE3
9384,PTK2
9385,PTAFR
9386,PTPN9
9387,RNASE6
9388,NPR1
9389,KCNK9
9390,SCN9A
9391,RASSF6
9392,COL22A1
9393,SDC2
9394,CD52
9395,TM2D2
9396,HTRA4
9397,PLEKHA2
9398,CLIC4
9399,CCDC8
9400,MUC15
9401,ZEB2
9402,GJB1
9403,PCBP1
9404,HINT1
9405,DTWD2
9406,CLIC3
9407,DFFB
9408,NFU1
9409,ANTXR1
9410,CKAP2L
9411,C15orf40
9412,FAM103A1
9413,HIC2
9414,LUZP1
9415,HEXDC
9416,DRD5
9417,BUB1
9418,SPNS1
9419,LRRC45
9420,CHRNA5
9421,AGPAT2
9422,ASPSCR1
9423,FASN
9424,CNBP
9425,MT1E
9426,DUS1L
9427,RFNG
9428,DCXR
9429,ZNF32
9430,LDB2
9431,RAC3
9432,NRG4
9433,LIMS1
9434,NLGN1
9435,TAPT1
9436,UGP2
9437,LINGO1
9438,BTD
9439,PCDH7
9440,ROBO1
9441,AVEN
9442,P2RY1
9443,CTNND2
9444,TRIM56
9445,WNT10B
9446,CALML6
9447,REPS2
9448,SYAP1
9449,ITGAM
9450,TPST1
9451,TM4SF4
9452,TOR1AIP2
9453,TM4SF1
9454,OTUD3
9455,OTUD7A
9456,GUSB
9457,BRD3
9458,KLF13
9459,ZFPM2
9460,ZNF764
9461,ZNF747
9462,ZNF768
9463,TAS1R3
9464,TMEM42
9465,MAP3K2
9466,PUSL1
9467,SF3B5
9468,ZNF35
9469,TIGD4
9470,NLGN2
9471,MYO7B
9472,CHD3
9473,TMEM154
9474,MYRIP
9475,ALCAM
9476,YWHAG
9477,UBE2E3
9478,CNTROB
9479,TRAPPC1
9480,GPR37L1
9481,ZNF778
9482,NIPA1
9483,FOXD4
9484,GPR25
9485,UBE2E1
9486,RNF150
9487,CCDC144A
9488,HOXD4
9489,CHRNB1
9490,USP38
9491,SLC16A5
9492,NANP
9493,ADRA1B
9494,FABP6
9495,USP47
9496,PDCD6IP
9497,ZNF212
9498,ZNF282
9499,GLB1
9500,CRTAP
9501,HSPB2
9502,SLN
9503,CMTM8
9504,GABARAP
9505,STX8
9506,UBB
9507,FABP4
9508,PRDM10
9509,B3GNT2
9510,FOS
9511,TMED10
9512,SETMAR
9513,SMAD1
9514,CST2
9515,EMX2
9516,CST1
9517,SEMA3E
9518,LRRN2
9519,SLC30A1
9520,DCLK2
9521,GPRC5C
9522,TMEM182
9523,KRT8
9524,ADORA2B
9525,MGMT
9526,METTL7B
9527,KRT86
9528,HARS
9529,NFXL1
9530,CD14
9531,DNAJC18
9532,KRT6C
9533,KRT4
9534,SLC23A1
9535,NPAS2
9536,KISS1
9537,LONRF2
9538,NUDT9
9539,HSD17B13
9540,PA2G4
9541,ELOVL6
9542,KRT83
9543,PFKFB3
9544,TMC7
9545,ARL6IP1
9546,SERPINB9
9547,CDH2
9548,IRX2
9549,EMB
9550,SIX2
9551,DLGAP1
9552,STAT2
9553,NUDCD2
9554,IRF2BP1
9555,HSPA4
9556,FOXA3
9557,SLC26A5
9558,COMMD5
9559,SGCD
9560,DPY19L2P2
9561,ZNF16
9562,ARMC10
9563,RNF34
9564,ACYP2
9565,TRABD
9566,TMEM133
9567,ATF7
9568,SOCS6
9569,HOXB9
9570,TTLL6
9571,POLH
9572,KCNS3
9573,KIF5B
9574,GPR37
9575,AKAP13
9576,CDCA4
9577,CHCHD7
9578,HTRA3
9579,FOXN2
9580,BFSP2
9581,USP32
9582,CEL
9583,PPM1D
9584,GPR27
9585,KBTBD2
9586,TRIAP1
9587,LILRP2
9588,LSM3
9589,KIAA0232
9590,MTSS1
9591,TMEM43
9592,RNF139
9593,RPS9
9594,PLA2G1B
9595,CYTL1
9596,TSEN34
9597,TRH
9598,GSTA4
